AttitudeToHomosexuality,HomosexualPeopleYouKnow,HowMuchYouAgreeThatMoreChildreanMoreBlessing,HowMuchYouAgreeThatHavingBoysBetterThanGirls,ReligiousBelief,OnlineShoppingFrequency,SocialMediaUsageFrequency,PaidByTheNation,HasStudiesAbroad,BornProvinceCityCounty,AnnualIncome,Birthyear,Birthmonth,MaritalStatus,ResidenceProvinceCityCounty,FatherEducation,MotherEducation,ArmyEnrollment,PoliticalRole,FatherResidenceType,MotherResidenceType,BornResidenceType,CurrentResidenceType,EducationLevel
1,0,,,9,,,,2,120101,,1960,,2,120101,3,,2,3,1,1,2,2,3
3,0,,,9,2,2,1,2,120102,60000,1973,,2,120102,,2,2,3,2,2,2,2,3
4,10,,,3,1,1,,2,120102,70000,1986,10,2,120102,,4,2,3,2,2,2,2,4
1,0,,,9,,,,2,120102,,1964,,2,120102,2,2,2,3,1,2,3,4,4
1,0,,,9,,,,2,120102,,1964,,2,120102,1,2,2,3,1,1,2,4,2
3,0,,,9,4,3,1,2,120102,320000,1961,,2,120102,2,2,1,3,2,2,2,2,8
1,0,,,9,,,,2,120102,,1959,,2,120102,3,3,2,3,2,2,2,2,3
1,0,,,9,4,2,2,2,120102,40500,1957,,2,120102,2,2,2,3,2,2,2,2,4
2,0,,,9,1,1,1,2,120102,60000,1982,,1,120101,,,2,3,2,2,2,2,4
2,0,,,9,4,2,,2,120102,50000,1989,,1,120102,,,2,1,2,2,2,2,9
2,0,,,9,2,1,1,2,120102,33600,1975,,2,120102,3,3,2,3,2,2,2,2,6
4,0,,,9,,,,2,120102,,2000,,1,120102,,,2,3,2,2,2,2,4
2,0,,,9,,,,2,120102,,1960,,2,120102,1,1,2,3,2,2,2,2,4
2,0,,,9,,,,2,120102,,1955,,2,120102,2,2,2,3,2,2,2,2,3
1,0,,,9,,,,2,120102,,1956,,2,120102,3,2,2,3,2,2,2,2,4
3,0,,,9,1,1,,2,120102,20000,1963,,2,120102,2,2,2,3,,,2,2,4
2,0,,,9,,,,2,120102,,1964,,2,120102,2,2,2,3,2,2,2,2,4
2,0,,,3,,,,2,120102,,1960,,2,120102,1,1,2,3,2,2,2,2,3
3,0,,,9,,,,2,120102,,1957,,2,120102,2,2,2,3,2,2,2,2,4
2,0,,,9,,,,2,120102,,1955,,2,120102,2,2,2,1,2,2,2,2,3
3,0,,,9,2,1,2,2,120102,200000,1983,,2,120102,,,2,3,2,2,2,2,7
2,0,,,9,2,1,1,2,120102,36000,1978,,1,120102,,,2,3,2,2,2,2,8
3,0,,,3,,,,2,120116,,1954,,2,120102,2,2,2,3,2,2,2,2,3
2,0,,,9,,,,2,120102,,1955,,2,120102,,,2,3,2,2,2,2,3
2,0,,,9,3,4,,2,120102,30000,1962,,4,120102,1,,2,1,2,2,2,2,7
2,0,,,9,,,,2,120102,,1958,10,2,120102,2,1,2,3,1,1,2,2,6
3,0,,,9,1,1,,2,120102,48000,1986,9,2,120102,,,2,1,2,2,2,2,9
4,0,,,9,2,1,,2,120102,40000,1969,2,2,120102,3,,2,1,2,2,2,2,8
3,0,,,9,,,,2,120102,,1954,,2,120102,1,1,2,3,2,2,2,2,3
2,0,,,9,,,,2,120102,,1956,,2,120102,2,1,2,3,1,1,2,2,3
2,0,,,9,,,,2,130929,,1970,,4,120102,3,2,2,3,1,1,1,2,8
2,0,,,9,3,1,,2,120102,30000,1973,,2,120102,2,3,2,3,2,2,2,2,8
2,0,,,9,2,3,,2,120102,60000,1982,,2,120102,7,7,2,3,2,2,2,2,8
3,0,,,9,,,,2,120110,,1969,,2,120110,,,2,3,1,1,1,1,2
2,0,,,9,,,,2,120102,,1943,,2,120102,2,2,2,3,2,2,2,2,3
3,0,,,9,,,,2,120102,,1954,,2,120102,,,2,3,2,2,2,2,3
2,0,,,9,2,1,,2,120114,50000,1987,,2,120102,2,2,2,1,1,1,1,2,9
2,0,,,9,,,,2,120102,,1946,,2,120102,2,2,2,3,2,2,2,2,3
2,0,,,9,,,,2,120102,,1961,,2,120102,2,1,2,3,2,2,2,2,3
2,0,,,9,2,1,,2,120102,36000,1968,,2,120102,2,2,2,3,2,2,2,2,8
2,0,,,9,,,,2,120102,,1959,,2,120102,2,2,2,3,2,2,2,2,4
1,0,,,8,4,4,,2,120110,36000,1960,,2,120110,,1,2,3,1,1,1,2,2
2,0,,,9,,,,2,120113,,1962,,2,120110,2,2,2,3,1,1,1,2,3
1,0,,,8,,,,2,120110,,1999,,1,120110,,,2,3,1,1,1,2,8
1,0,,,9,4,3,,2,610100,24000,1958,,2,120110,1,1,2,3,1,1,1,2,2
1,0,,,9,3,1,2,2,120110,50000,1960,,2,120110,1,1,2,3,1,1,1,3,3
2,0,,,9,1,1,,2,120110,84000,1995,,1,120110,,,2,3,1,1,1,2,8
1,0,,,9,,,,2,120110,,2001,,1,120110,,,2,3,1,1,1,2,4
1,0,,,9,,,,2,120110,,1955,,2,120110,2,2,2,3,1,1,1,2,2
1,0,,,9,,,,2,120110,,1955,,2,120110,,,2,3,1,1,1,2,2
3,0,,,9,,,,2,120110,,1967,,2,120110,1,,2,3,1,1,1,2,2
3,0,,,9,4,4,,2,120110,99999,1951,,2,120110,1,1,2,3,1,1,1,3,2
2,0,,,9,,,,2,120110,,1984,,2,120110,4,4,2,3,1,1,1,1,3
3,0,,,9,,,,,120110,,1955,,2,120110,1,1,2,3,1,1,1,1,1
2,0,,,9,,,,2,120110,,1984,,2,120110,2,1,2,3,1,1,1,1,2
3,0,,,9,2,1,,2,120110,90000,1975,,2,120110,2,2,2,3,1,1,1,3,3
3,0,,,9,,,,2,320321,,1972,,2,120110,1,1,2,3,1,1,1,3,2
3,0,,,9,1,1,,2,120110,30000,1997,,1,120110,,,2,3,1,1,2,2,9
3,0,,,9,1,1,2,2,120110,99999,1973,,2,120110,2,1,2,3,1,1,1,3,3
1,0,,,9,4,4,1,2,120110,16800,1963,,2,120110,1,1,2,3,1,1,1,2,2
2,0,,,9,,,,2,120110,,1965,,2,120110,1,1,2,3,1,1,1,2,3
3,0,,,9,3,1,,2,130000,21000,1968,,4,120110,6,4,2,3,1,1,1,2,7
3,0,,,9,1,1,,2,120110,15000,1998,,1,120110,3,,2,3,2,1,1,2,4
3,0,,,9,4,4,,2,120110,0,1949,,2,120110,2,1,2,3,1,1,1,2,2
1,0,,,9,,,,,120110,,1955,,2,120110,1,1,2,3,1,1,1,3,1
2,0,,,9,,,,2,120110,,1998,,1,120110,,,2,3,1,1,2,2,9
3,0,,,9,,,,2,120110,,1964,,2,120110,2,2,2,3,1,1,1,2,3
3,0,,,3,4,4,,2,120110,14000,1967,,2,120110,2,2,2,3,1,1,1,2,2
2,0,,,9,,,,2,120110,,1966,,2,120110,2,1,2,3,1,1,1,3,3
2,0,,,9,3,3,,2,120110,0,1965,,2,120110,1,1,2,3,1,1,1,3,3
2,0,,,9,,,,2,120100,,1955,,2,120110,1,1,2,3,1,1,1,2,2
2,0,,,9,,,,,120110,,1954,,2,120110,1,1,2,3,1,1,1,2,1
2,0,,,9,,,,2,120110,,1955,,2,120110,,1,2,3,2,2,2,2,4
2,0,,,9,1,1,1,2,120110,48000,1978,,2,120110,,,2,3,2,1,1,2,3
2,0,,,9,2,1,,2,120110,25000,1973,,2,120110,2,2,2,3,1,1,1,2,3
2,0,,,9,,,,,120114,,1957,,3,120110,1,1,2,3,1,1,1,3,1
3,0,,,9,3,3,,2,120100,36000,1957,,3,120100,4,1,2,3,2,2,2,2,4
3,0,,,9,2,1,,2,120110,1000000,1990,,2,120110,1,1,1,1,1,1,1,2,8
2,0,,,9,1,1,,2,120102,100000,1989,,2,120102,1,4,2,3,2,2,2,2,8
3,0,,,9,,,,2,120110,,1998,,1,120110,,,2,3,1,1,1,2,9
1,0,,,9,4,1,,2,120110,24000,1957,8,2,120110,2,1,2,3,1,1,1,2,3
1,0,,,9,4,1,,,120110,24000,1959,8,2,120110,1,1,2,3,1,1,2,2,1
2,0,,,9,,,,2,120110,,1963,,2,120110,2,2,2,3,1,1,1,2,4
1,0,,,9,2,1,,2,120110,16800,1971,,2,120110,4,3,2,3,1,1,1,2,3
1,0,,,9,4,3,2,2,120110,43200,1971,,2,120110,3,,2,3,1,1,1,2,3
1,0,,,9,4,4,,2,120110,24000,1963,2,2,120110,2,1,2,3,1,1,1,2,3
1,0,,,9,4,4,,2,120110,24000,1962,10,2,120110,1,1,2,3,1,1,1,2,3
3,0,,,9,2,1,1,2,120112,30000,1993,,1,120112,,,2,3,2,2,2,2,7
3,0,,,9,,,,2,120112,,1965,,2,120112,,,2,3,2,2,2,2,4
1,0,,,9,4,4,,2,120112,0,1963,,2,120112,2,,2,3,2,2,2,2,3
3,0,,,9,2,1,,2,0,200000,1976,,2,120105,4,4,2,3,,,2,2,4
2,0,,,9,,,,2,120115,,1986,,2,120115,1,1,2,3,1,1,1,1,3
2,0,,,9,,,,2,120112,,1956,,2,120112,1,1,2,3,2,2,2,2,3
2,0,,,9,,,,2,120112,,1956,,2,120112,1,1,2,1,1,1,2,2,2
2,0,,,9,2,2,,2,120112,24000,1966,,2,120112,1,1,2,3,1,1,1,1,3
1,0,,,9,,,,2,120112,,2002,3,1,120112,,,2,3,1,1,1,1,4
2,0,,,9,4,1,,2,120112,36000,1961,,2,120112,3,2,2,3,1,1,2,2,3
2,0,,,9,,,,2,120112,,1961,,2,120112,2,2,2,3,1,1,2,2,3
1,0,,,3,2,1,2,2,120112,20000,1965,,2,120112,2,1,2,3,2,1,1,1,3
3,0,,,9,,,,,120112,,1963,,4,120112,1,1,2,3,1,1,1,1,1
1,0,,,9,,,,2,120112,,1956,5,2,120112,1,1,2,3,1,1,1,2,2
2,0,,,9,,,,2,120112,,1999,,1,120112,,,2,3,2,2,2,2,9
3,0,,,3,,,,2,120112,,1963,,4,120112,1,1,2,3,1,1,1,1,2
2,0,,,9,,,,2,120112,,1972,,2,120112,,2,2,3,1,1,1,1,3
2,0,,,9,3,1,,2,120112,60000,1970,,2,120112,3,2,2,3,1,1,1,1,3
2,0,,,9,1,1,2,2,120112,27600,1993,,1,120112,,,2,3,1,1,1,1,9
2,0,,,9,2,1,,2,120112,24000,1974,,2,120112,2,2,2,3,2,2,2,2,3
2,0,,,9,,,,2,120112,,1971,,2,120112,6,2,2,3,2,2,2,2,4
3,0,,,9,,,,2,120112,,1996,,1,120112,,,2,3,2,2,2,2,9
4,0,,,9,,,,2,120112,,1999,,1,120112,,,2,3,2,2,2,2,8
3,0,,,9,4,1,2,2,120112,25000,1972,,2,120112,3,,2,3,1,1,1,1,3
3,0,,,9,2,1,2,2,230225,24000,1986,,2,230225,3,3,2,3,1,1,1,1,3
3,0,,,9,,,,,120112,,1954,,2,120112,1,1,2,3,1,1,1,3,1
2,0,,,9,,,,2,120112,,1982,,2,120112,1,,2,3,2,2,2,2,7
2,0,,,9,,,,2,120112,,1971,,2,120112,1,1,2,3,1,1,1,2,3
2,0,,,9,3,1,,2,120112,24000,1985,8,2,120112,2,,2,3,2,2,2,2,3
3,0,,,9,4,1,,2,120112,50000,1976,,2,120112,9,3,2,3,1,2,2,2,7
3,0,,,9,1,1,2,2,120112,50000,1976,,2,120112,3,3,2,3,2,2,2,2,7
3,0,,,9,,,,2,120112,,2002,,1,120112,,,2,3,2,2,2,2,3
2,0,,,9,4,4,,2,120112,12000,1964,,2,120112,1,1,2,3,1,1,2,2,2
1,0,,,3,1,1,,2,120112,48000,1976,3,2,120112,3,,2,1,2,2,2,2,8
2,0,,,9,,,,2,120112,,1962,1,2,120112,,,2,3,2,2,2,2,2
3,0,,,9,,,,2,120112,,1966,4,2,120112,,,2,3,1,1,1,1,2
2,0,,,9,,,,2,120112,,1965,6,2,120112,2,2,2,3,2,2,2,2,3
3,0,,,9,,,,2,510823,,1994,11,1,510823,3,3,2,3,1,1,1,1,9
2,0,4,4,9,,,,2,120119,,1954,,2,120119,2,,2,3,1,1,1,2,7
2,0,2,4,9,,,,2,120119,,1954,3,2,120119,3,1,2,3,,,2,2,3
2,0,4,4,9,,,,2,120119,,1975,,2,120119,2,2,2,3,1,1,1,1,3
2,0,4,4,9,3,1,,2,120119,60000,1981,,2,120119,,,2,3,1,1,1,2,4
3,0,4,5,9,1,1,,2,120119,36000,1991,,1,120119,,,2,3,1,1,1,1,3
1,0,4,2,9,,,,2,131024,,1954,,2,120119,1,1,1,1,1,1,1,1,3
2,0,4,5,9,2,1,,2,120119,100000,1970,,2,120119,2,1,2,3,1,1,1,1,3
2,0,2,2,9,,,,2,120119,,1981,,4,120119,,,2,3,1,1,1,1,2
1,0,2,5,9,,,,2,120119,,1962,,2,120119,2,1,2,3,1,1,1,1,3
2,0,3,5,9,3,1,,2,120119,35000,1971,3,2,120119,,,2,3,1,1,1,1,3
2,0,4,4,9,,,,2,120119,,1962,,2,120119,2,2,2,3,1,1,1,1,3
2,0,3,3,9,,,,2,120119,,1983,,2,120119,4,4,2,3,1,1,1,1,3
1,0,4,5,9,,,,2,120119,,1964,,2,120119,3,2,2,3,1,1,1,1,2
2,0,4,4,9,,,,2,120119,,1967,,2,120119,2,1,2,3,1,1,1,1,3
2,0,3,4,9,1,1,2,2,120119,48000,1966,,2,120100,2,2,2,3,1,1,1,2,3
2,0,3,3,9,1,1,,2,120119,400000,1983,11,2,120119,,,2,3,1,1,1,2,3
1,0,4,4,9,,,,2,120119,,1964,,6,120119,2,2,2,3,1,1,1,2,3
1,0,1,4,3,,,,,120119,,1976,,3,120119,1,1,2,3,1,1,1,1,1
2,0,1,2,9,,,,2,120119,,1964,,2,120119,1,1,2,3,1,1,1,1,3
2,0,4,4,9,4,3,2,2,120119,60000,1968,,2,120119,1,1,2,3,1,1,1,1,2
2,0,2,4,9,,,,,120119,,1958,,2,120119,2,1,2,3,1,1,1,1,1
2,0,3,4,3,,,,2,120119,,1958,7,2,120119,99,2,2,3,1,1,1,2,4
1,0,3,5,9,3,1,1,2,130203,320000,1960,,2,120119,3,2,1,1,2,1,2,2,7
2,0,3,1,9,1,1,,2,120119,50000,1985,,2,120119,4,2,2,3,2,1,2,2,7
2,0,4,4,9,,,,2,120119,,1979,,2,120119,,,2,3,2,1,1,1,2
3,0,2,5,9,,,,2,120119,,1962,,2,120119,,3,2,3,1,1,1,1,3
2,0,3,4,9,2,1,1,2,120119,100000,1965,,2,120119,2,2,2,3,1,1,1,2,9
1,0,5,1,9,2,1,,2,120119,1000000,1971,4,2,120119,4,3,2,3,1,1,1,1,4
1,0,4,5,9,3,4,,2,120119,99999,1957,2,2,120119,2,1,2,3,1,1,1,1,4
2,0,5,4,9,4,4,,2,120119,10000,1941,6,2,120119,2,1,2,3,1,1,1,1,3
2,0,4,4,9,4,4,,2,120119,10000,1953,10,2,120119,,,2,3,1,1,1,1,2
2,0,4,4,9,4,2,,2,510100,12000,1968,8,2,120119,,1,2,3,1,1,1,1,2
1,0,3,4,9,4,4,,2,120119,30000,1965,9,2,120119,2,3,1,3,1,1,1,1,3
2,0,2,5,9,2,1,,2,120119,10000,1985,1,3,120119,,,2,3,1,1,1,1,3
1,0,2,4,9,4,4,,2,120119,10000,1958,8,2,120119,,2,2,3,1,1,1,1,4
3,0,3,3,9,,,,2,120119,,1974,6,3,120119,1,2,2,3,1,1,1,1,3
3,0,4,4,9,2,1,,2,500102,55000,1974,6,3,120119,1,1,2,3,1,1,1,1,3
3,0,3,3,9,,,,2,120119,,2001,8,1,120119,,,2,3,1,1,1,1,4
1,0,4,4,9,4,4,,2,120119,45000,1969,12,2,120119,1,1,2,3,1,1,1,1,3
1,0,2,5,9,4,3,,2,120119,20000,1971,9,2,120119,,2,2,3,1,1,1,1,3
1,0,1,5,9,4,1,2,2,120119,21600,1966,8,2,120119,4,3,2,1,1,1,1,1,3
3,0,3,3,9,2,1,2,2,120119,0,1998,10,1,120119,,,2,3,1,1,1,1,8
1,0,2,2,9,4,4,,2,120119,50000,1976,12,2,120119,2,1,2,3,1,1,1,1,3
2,0,3,4,9,2,1,,2,120119,50000,1974,2,2,120119,4,4,2,3,2,1,1,1,3
2,0,2,4,9,,,,2,120119,,1965,5,3,120119,2,1,2,3,1,1,1,1,2
1,0,4,4,9,4,2,,2,120119,12000,1961,12,2,120119,2,,1,1,1,1,1,1,3
1,0,5,5,9,4,4,,2,120119,20000,1962,4,2,120119,,1,2,3,1,1,1,1,3
2,0,3,4,9,3,2,,2,120119,50000,1988,8,2,120119,3,3,2,3,1,1,1,1,3
3,0,4,2,9,,,,2,130627,,1966,7,2,120119,1,1,2,3,1,1,1,1,2
1,0,1,4,9,4,4,,2,120119,30000,1955,8,2,120119,1,1,2,3,1,1,1,1,3
2,0,1,3,9,4,4,,2,120119,20000,1953,8,2,120119,1,1,2,3,1,1,1,1,2
1,0,3,4,9,,,,2,120119,,1947,6,3,120119,1,1,1,1,1,1,1,2,2
1,0,2,4,9,,,,2,120119,,1954,7,2,120119,2,2,2,3,1,1,1,1,2
1,0,2,4,9,4,3,,,120119,30000,1971,10,3,120119,1,1,2,3,1,1,1,1,1
2,0,2,2,9,2,1,,2,120119,70000,1975,3,2,120119,4,2,2,3,1,1,1,1,3
3,0,4,4,9,,,,2,120119,,1973,1,2,120119,2,3,2,3,1,1,1,1,3
1,0,4,4,9,2,2,,2,120101,30000,1986,6,2,120119,2,,2,3,1,1,1,1,7
1,0,2,1,9,,,,2,120100,,1963,8,2,120119,,1,2,3,1,1,1,1,2
1,0,1,4,9,,,,2,120119,,1955,7,2,120119,,,2,3,1,1,1,1,3
2,0,4,4,9,4,4,,2,120119,8000,1957,6,3,120119,2,2,2,3,1,1,1,1,4
1,0,4,4,9,,,,2,120119,,2002,11,1,120118,,,2,3,1,1,1,1,3
1,0,3,3,9,,,,2,120119,,1989,9,2,120119,1,2,2,3,1,1,1,1,3
1,0,2,5,9,4,4,,2,120119,5000,1959,11,2,120119,2,1,1,3,1,1,1,1,5
1,0,4,4,9,4,4,,2,120119,16000,1958,8,2,120119,2,1,2,3,1,1,1,1,3
2,0,4,4,9,4,4,,2,120119,12000,1959,7,2,120119,2,2,2,3,1,1,1,1,3
2,0,4,4,9,,,,2,120119,,1988,1,2,120119,3,2,2,3,1,1,1,1,3
1,0,2,2,9,,,,2,120119,,1965,3,2,120119,,,2,3,1,1,1,1,3
1,0,2,4,9,4,4,1,2,120119,100000,1966,11,2,120119,2,2,2,1,1,1,1,1,2
2,0,2,4,9,,,,2,120119,,1985,7,2,120119,3,4,2,3,1,1,1,1,3
1,0,1,3,9,,,,,120119,,1955,10,2,120119,2,1,2,3,1,1,1,1,1
2,0,2,5,9,,,,2,120119,,1964,8,2,120119,2,1,2,3,1,1,1,1,3
1,0,,,9,2,1,1,2,130638,150000,1972,,2,130638,3,4,2,1,1,1,2,2,8
3,0,,,9,1,1,1,2,130638,60000,1973,,2,130638,3,3,1,1,1,1,1,2,8
1,0,,,9,3,1,1,2,130638,40000,1994,,1,130638,,,2,3,2,2,2,2,8
3,0,,,9,,,,2,130638,,1997,,1,130638,,,2,3,2,1,3,4,9
2,0,,,9,2,1,1,2,230382,72000,1970,,2,130638,,,2,3,1,1,3,4,9
1,0,,,9,3,1,1,2,130638,50000,1971,,2,130638,2,1,2,3,1,1,1,3,8
1,0,,,9,4,1,1,2,130638,50000,1970,,2,130638,4,3,2,3,2,1,1,3,8
2,0,,,9,,,,2,130638,,1971,,2,130638,,3,2,3,1,1,1,1,4
2,0,,,9,,,,2,130638,,2000,,1,130638,,,2,3,1,1,1,3,4
2,0,,,9,,,,2,130638,,1955,,2,110108,2,2,1,1,1,1,1,3,4
2,0,,,9,,,,2,130638,,1956,,2,110108,2,2,2,3,1,1,1,3,4
2,0,,,9,,,,2,130638,,1960,,2,130638,3,1,2,3,1,1,1,1,3
3,0,,,9,,,,2,110100,,1963,,2,130638,8,2,2,3,1,1,2,2,7
1,0,,,9,,,,2,130638,,1958,,2,130638,,,2,1,1,1,1,2,4
2,0,,,9,2,2,,2,130638,50000,1971,,2,130638,3,3,2,3,1,1,1,2,8
3,0,,,9,,,,2,130638,,1996,,1,130638,,,2,3,1,1,2,2,9
2,0,,,9,3,3,1,2,130638,80000,1966,,2,130638,,,2,3,1,2,2,2,9
2,0,,,9,,,,2,130638,,1967,,2,130638,,,2,3,1,1,2,2,7
3,0,,,9,2,1,2,2,130638,30000,1990,,1,130638,,,2,3,1,1,2,2,8
3,0,,,9,,,,2,130638,,1999,,1,130638,,,2,3,2,2,2,2,4
2,0,,,9,4,4,1,2,130638,65000,1957,,2,130638,2,2,2,1,2,1,2,2,3
2,0,,,9,3,1,1,2,130638,70000,1987,,1,130638,3,,2,1,2,1,1,1,8
1,0,,,9,3,1,1,2,130638,80000,1982,,2,130638,,,2,1,1,1,1,2,9
3,0,,,9,1,1,1,2,131124,60000,1982,,2,130638,8,8,2,1,2,2,2,2,9
2,0,,,9,1,1,1,2,130638,40000,1980,,2,130638,3,3,2,3,1,1,1,2,9
1,0,,,9,2,1,1,2,130638,80000,1968,,2,130638,4,1,2,1,1,1,1,4,8
1,0,,,9,4,2,1,2,130638,35000,1970,,2,130638,4,3,2,1,1,1,1,4,8
2,0,,,9,2,1,1,2,130638,50000,1993,,1,130638,,,2,3,2,2,2,4,9
1,0,,,6,,,,2,130638,,1994,,2,130638,8,8,2,3,2,2,2,4,8
2,0,,,9,,,,2,130638,,1965,,2,130638,,2,2,1,1,1,1,2,4
1,0,,,9,3,1,1,2,130638,90000,1964,,2,130638,2,1,1,1,1,1,1,2,7
2,0,,,9,4,1,1,2,130638,50000,1962,,2,130638,2,2,2,3,1,1,1,2,8
2,0,,,9,,,,2,130727,,1964,,2,130638,7,1,2,3,1,1,2,2,4
2,0,,,9,2,2,1,2,130638,40000,1961,,2,130638,99,2,2,1,1,1,1,3,8
2,0,,,9,2,1,1,2,130638,90000,1974,1,2,130602,,,2,1,1,1,2,2,10
2,0,,,9,,,,2,130638,,1945,,2,130638,2,1,2,1,1,1,1,2,3
2,0,,,9,3,1,1,2,130638,150000,1974,10,2,130638,4,3,2,3,1,1,2,2,9
3,0,,,9,,,,2,130638,,2001,11,1,130602,,,2,3,2,2,2,2,4
1,0,,,9,2,1,1,2,130638,70000,1963,,2,130602,7,2,2,3,1,1,1,2,9
1,0,,,9,,,,2,130638,,1960,,2,130638,4,3,2,3,1,1,2,2,4
2,0,,,9,2,1,1,2,130638,70000,1979,,2,130638,4,3,2,3,1,1,1,2,7
2,0,,,9,,,,2,130638,,1963,,2,130638,4,2,2,3,1,1,1,2,4
2,0,,,9,,,,2,130638,,1958,10,5,130638,,,2,3,1,1,1,1,4
1,0,,,9,,,,2,130638,,1955,,2,130638,2,1,2,3,1,1,1,3,2
2,0,,,9,,,,2,130638,,1955,,2,130638,2,1,1,1,1,1,1,3,4
2,0,,,9,,,,2,130638,,1960,,2,130638,2,2,2,1,1,1,1,2,4
3,2,,,9,1,1,1,2,130638,70000,1962,,2,130638,2,2,2,3,1,1,1,2,7
2,0,,,9,1,1,1,2,130108,60000,1986,9,2,130108,2,4,2,3,1,1,1,1,9
1,0,,,9,4,2,1,2,130638,60000,1970,7,2,130638,99,,1,1,1,1,1,2,8
1,0,,,9,,,,2,130638,,1971,8,2,130638,3,2,2,3,1,1,1,2,3
3,0,,,9,,,,2,130638,,1955,11,2,130638,2,2,2,1,1,1,1,2,9
3,0,,,9,3,1,1,2,130638,99999,1968,10,2,130638,1,,2,3,,,1,3,8
2,0,,,9,2,1,1,2,411524,60000,1972,12,2,130638,7,3,1,1,1,1,1,2,8
3,0,,,9,2,2,,2,130638,20000,1970,8,2,130638,99,99,2,3,1,1,1,2,3
3,0,,,9,,,,2,130638,,1998,10,1,130638,,,2,3,2,1,2,2,9
2,0,,,9,3,1,1,2,130638,30000,1967,10,2,130638,2,4,2,3,1,2,2,2,8
2,0,,,9,4,1,1,2,130638,100000,1967,2,2,130638,1,1,2,1,1,1,1,2,9
3,0,,,9,2,2,1,2,130638,60000,1982,11,2,130638,4,4,2,3,2,2,2,2,8
1,0,,,9,2,1,1,2,130638,50000,1982,10,2,130638,4,4,2,1,2,2,2,2,9
2,0,,,9,2,1,1,2,130629,36000,1987,2,2,130638,4,2,2,1,2,1,1,3,9
3,0,,,9,2,1,1,2,130629,90000,1990,12,2,130638,4,2,2,1,2,1,1,2,9
1,0,,,9,2,1,1,2,130638,45000,1980,12,2,130638,,,2,1,1,1,1,2,9
1,0,,,9,4,1,1,2,130638,80000,1974,11,3,130638,,2,1,1,1,1,2,2,8
2,0,,,3,1,1,1,2,131023,60000,1991,3,1,131023,2,3,2,1,1,1,1,1,9
3,0,,,9,,,,2,131081,,1990,5,1,131081,2,4,2,3,1,1,1,1,9
3,0,4,4,3,,,,2,500101,,1964,,2,130638,3,1,2,3,1,1,1,1,3
2,0,2,4,9,2,1,,2,130638,10000,1983,5,2,130638,,,2,3,1,1,1,1,3
2,0,4,3,9,4,4,,2,130638,16000,1950,,2,130638,2,1,2,3,1,1,1,1,4
2,0,2,3,9,4,4,,,130638,0,1948,,2,130638,2,1,2,3,1,1,1,1,1
2,0,2,4,9,4,4,,2,130638,46000,1956,,2,130638,,2,2,3,1,1,1,1,3
1,0,1,3,9,4,2,,,130638,5000,1958,,3,130638,3,2,2,3,1,1,1,1,1
2,0,2,5,9,2,1,1,2,130638,20000,1985,,3,130638,,,2,3,1,1,1,1,3
2,0,4,4,9,2,1,,2,130638,5000,1985,,2,130638,2,2,2,3,1,1,1,1,3
1,0,5,4,9,4,1,,2,130638,10000,1974,,2,130638,2,1,2,3,1,1,1,1,3
2,0,5,4,9,,,,2,130638,,1975,,2,130638,2,2,2,3,1,1,1,1,3
3,0,1,5,9,4,3,,2,130638,6000,1959,,6,130638,2,1,2,3,1,1,1,1,3
2,0,2,4,9,4,4,,2,130638,30000,1962,,2,130638,,1,2,3,1,1,1,1,3
2,0,2,2,9,4,4,,2,130638,10000,1963,,2,130638,,1,2,3,1,1,1,1,3
1,0,4,2,9,4,4,,2,130638,8000,1962,7,2,130638,2,1,2,3,1,1,1,1,2
2,0,4,4,9,,,,2,130638,,1973,,2,130638,3,1,2,3,1,1,1,1,2
3,0,4,5,9,,,,2,130638,,1998,,1,130108,,,2,3,1,1,1,1,9
2,0,3,4,9,3,1,,2,150000,40000,1980,,2,130638,3,3,2,3,1,1,2,1,7
2,0,4,5,9,4,4,,2,130638,36000,1967,,2,130638,,,2,3,1,1,1,1,3
3,0,3,3,9,4,4,,2,130638,300,1952,,2,130638,2,2,2,3,,,1,1,2
3,0,3,4,9,4,4,,,130638,300,1952,,2,130638,2,1,2,3,,,1,1,1
2,0,2,4,3,,,,2,131026,,1980,,2,131026,3,,2,3,1,1,1,2,7
2,0,1,1,9,,,,2,130638,,1954,,2,130638,2,1,2,3,1,1,1,1,2
2,0,3,5,9,,,,2,130638,,1954,,3,130638,2,1,2,3,1,1,1,1,2
2,0,3,3,9,,,,2,370000,,1985,,2,130638,1,1,2,3,1,1,1,1,3
3,0,1,3,9,4,4,,,130638,0,1957,,2,130638,99,1,2,3,,,1,1,1
3,0,1,4,9,,,,2,130638,,1944,,2,130638,1,1,2,1,1,1,1,1,3
1,0,4,4,9,4,1,,2,130638,16000,1957,,2,130638,5,,2,1,1,1,1,1,4
2,0,1,5,9,4,1,1,2,130638,18000,1954,,2,130638,2,2,2,3,2,1,1,1,4
2,0,4,5,9,,,,2,130638,,2003,,1,130638,3,4,2,3,1,1,1,1,3
3,0,4,5,9,4,2,,2,130638,30000,1949,,2,130638,,,2,3,1,1,1,1,3
2,0,4,4,9,2,2,,2,130638,80000,1981,,2,130638,,,2,3,1,1,1,1,3
2,0,3,3,9,2,2,,2,130638,30000,1968,,2,130638,,2,2,3,1,1,1,1,5
2,0,3,3,9,2,2,,2,130638,0,1970,,2,130638,,1,2,3,1,1,1,1,3
